order_id,order_date,customer_id,region_id,ship_mode,payment_method,delivery_time_days,shipping_cost,order_priority
O202407251096,7/25/2024,CUST_2205,R06,Overnight,Mastercard,1,0.24,Medium
O202405031097,5/3/2024,CUST_1191,R04,express,PayPal,3,1.56,Medium
O202311061098,11/6/2023,CUST_1811,R08,Standard,SEPA,6,5.94,MEDIUM
O202501291099,1/29/2025,CUST_1263,R07,Overnight,Bancontact,1,10.65,low
O202501251100,1/25/2025,CUST_1516,R07,Standard,Mastercard,10,9.9,High
O202505071101,5/7/2025,CUST_1469,R01,Standard,iDEAL,9,11.83,low
O202405041102,5/4/2024,CUST_1646,R03,Overnight,Visa,1,11.25,High
O202410251103,10/25/2024,CUST_1472,R06,Overnight,Visa,1,4.32,MEDIUM
O202308131104,8/13/2023,CUST_1206,R02,Overnight,Mastercard,1,0.79,Urgent
O202507211105,7/21/2025,CUST_2211,R08,Economy,Mastercard,8,15.53,Low
O202403291106,3/29/2024,CUST_1269,R03,Standard,iDEAL,9,13.06,MEDIUM
O202408201107,8/20/2024,CUST_2106,R02,STANDARD,Mastercard,10,0.12,low
O202507171108,7/17/2025,CUST_2009,R01,express,Bancontact,3,9.16,Medium
O202402241109,2/24/2024,CUST_1349,R07,Overnight,Visa,1,9.85,High
O202310061110,10/6/2023,CUST_1697,R08,Economy,iDEAL,14,6.91,High
O202509301111,9/30/2025,CUST_1684,R06,Economy,iDEAL,12,11.78,Medium
O202408181112,8/18/2024,CUST_1896,R08,Express,Bancontact,,8.1,Urgent
O202507151113,7/15/2025,CUST_1257,R03,Overnight,PayPal,1,13.75,MEDIUM
O202408151114,8/15/2024,CUST_1765,R02,STANDARD,Bancontact,6,2.75,Low
O202211181115,11/18/2022,CUST_1218,R03,Overnight,SEPA,1,14.89,Urgent
O202310111116,10/11/2023,CUST_1615,R08,Express,iDEAL,2,12.13,Medium
O202211271117,11/27/2022,CUST_1186,R03,Express,Mastercard,2,9.09,Medium
O202211241118,11/24/2022,CUST_1028,R07,express,Mastercard,3,2.14,Urgent
O202211011119,11/1/2022,CUST_1538,R06,Standard,iDEAL,7,2.95,Urgent
O202406061120,6/6/2024,CUST_1081,R01,Economy,Mastercard,13,11.76,High
O202401241121,1/24/2024,CUST_1504,R06,Express,iDEAL,3,2.56,Urgent
O202305111122,5/11/2023,CUST_1178,R04,express,visa,1,6.7,High
O202510191123,10/19/2025,CUST_1295,R08,express,SEPA,1,4.48,High
O202503061124,3/6/2025,CUST_1113,R08,express,visa,1,3.48,low
O202410251125,10/25/2024,CUST_1022,R01,STANDARD,PayPal,6,3.19,Urgent
O202305041126,5/4/2023,CUST_1911,R07,Economy,Mastercard,7,3.28,Medium
O202502181127,2/18/2025,CUST_1235,R01,Economy,visa,13,11.37,Urgent
O202407061128,7/6/2024,CUST_1282,R04,Economy,Visa,10,14.35,Low
O202306271129,6/27/2023,CUST_1403,R08,Express,Bancontact,2,6.19,Low
O202507041130,7/4/2025,CUST_1861,R01,express,visa,3,4,Low
O202311041131,11/4/2023,CUST_1093,R05,express,visa,1,13.69,High
O202509131132,9/13/2025,CUST_2128,R08,Standard,Visa,8,9.01,Medium
O202407061133,7/6/2024,CUST_1375,R01,Express,PayPal,3,4.91,Low
O202304091134,4/9/2023,CUST_2017,R03,Express,PayPal,2,5.35,Medium
O202508231135,8/23/2025,CUST_1797,R05,express,iDEAL,1,13.94,low
O202411271136,11/27/2024,CUST_1462,R07,Express,Bancontact,3,4.48,Urgent
O202310211137,10/21/2023,CUST_1406,R07,Economy,SEPA,8,0.19,High
O202409251138,9/25/2024,CUST_1466,R06,Economy,PayPal,11,4.27,High
O202501091139,1/9/2025,CUST_1571,R04,Overnight,visa,1,0.26,High
O202401261140,1/26/2024,CUST_1977,R02,Overnight,SEPA,1,4.86,MEDIUM
O202502181141,2/18/2025,CUST_1193,R05,Express,Bancontact,3,8.33,Low
O202401091142,1/9/2024,CUST_1937,R01,express,SEPA,2,12,MEDIUM
O202410201143,10/20/2024,CUST_1852,R05,express,visa,2,13.99,Medium
O202502051144,2/5/2025,CUST_2134,R02,Overnight,SEPA,1,11.07,low
O202412031145,12/3/2024,CUST_2060,R01,Standard,Mastercard,8,11.1,low
O202306141146,6/14/2023,CUST_1023,R05,Overnight,Visa,1,10.36,low
O202412281147,12/28/2024,CUST_1042,R05,Express,PayPal,2,6.83,Low
O202301141148,1/14/2023,CUST_1467,R04,express,PayPal,2,3.92,High
O202501201149,1/20/2025,CUST_1990,R08,Economy,Mastercard,4,7.51,High
O202308051150,8/5/2023,CUST_1375,R03,express,Bancontact,2,10.25,High
O202212041151,12/4/2022,CUST_2049,R08,STANDARD,SEPA,9,3.48,Low
O202302041152,2/4/2023,CUST_1794,R08,Express,iDEAL,2,10.84,Medium
O202509201153,9/20/2025,CUST_2032,R08,express,Visa,3,12.74,MEDIUM
O202408221154,8/22/2024,CUST_1045,R05,STANDARD,Mastercard,6,11.08,High
O202404211155,4/21/2024,CUST_2149,R07,Economy,visa,5,6.4,MEDIUM
O202504251156,4/25/2025,CUST_1061,R07,express,Mastercard,1,12.16,Urgent
O202309301157,9/30/2023,CUST_2184,R01,express,Mastercard,3,12.23,low
O202304141158,4/14/2023,CUST_2161,R03,express,Visa,3,11.2,Medium
O202402211159,2/21/2024,CUST_1950,R02,express,SEPA,1,13.12,Low
O202404211160,4/21/2024,CUST_1352,R07,STANDARD,PayPal,6,11.45,low
O202511011161,11/1/2025,CUST_1481,R02,Economy,visa,7,4.82,MEDIUM
O202212101162,12/10/2022,CUST_1232,R05,Overnight,visa,1,15.61,Urgent
O202212251163,12/25/2022,CUST_1780,R03,Standard,iDEAL,7,7.01,High
O202411231164,11/23/2024,CUST_1530,R03,Overnight,Mastercard,1,8.18,Low
O202403171165,3/17/2024,CUST_1112,R03,Economy,SEPA,5,8.59,Urgent
O202506231166,6/23/2025,CUST_2029,R01,express,SEPA,2,4.32,Medium
O202306221167,6/22/2023,CUST_1704,R01,Standard,Bancontact,10,14.08,low
O202308181168,8/18/2023,CUST_2047,R02,Overnight,Visa,1,7.16,High
O202306231169,6/23/2023,CUST_1975,R01,STANDARD,Mastercard,8,0.68,High
O202312221170,12/22/2023,CUST_1064,R01,STANDARD,SEPA,5,6.41,low
O202310061171,10/6/2023,CUST_1850,R03,Economy,visa,8,13.44,Low
O202301011172,1/1/2023,CUST_1040,R08,Express,iDEAL,3,15.41,low
O202311121173,11/12/2023,CUST_1957,R05,Standard,Visa,8,6.75,low
O202306191174,6/19/2023,CUST_1789,R02,Express,visa,2,2.11,low
O202301071175,1/7/2023,CUST_2087,R03,Standard,Mastercard,9,0.91,Medium
O202503121176,3/12/2025,CUST_1399,R05,Overnight,PayPal,1,12.81,Urgent
O202311121177,11/12/2023,CUST_1519,R06,STANDARD,SEPA,8,1.3,High
O202406271178,6/27/2024,CUST_1293,R05,Express,SEPA,2,9.52,low
O202305041179,5/4/2023,CUST_1320,R04,express,PayPal,,8.79,Low
O202505131180,5/13/2025,CUST_1830,R01,Express,iDEAL,2,7.16,Medium
O202406241181,6/24/2024,CUST_1497,R07,Overnight,Mastercard,1,14.22,Low
O202301261182,1/26/2023,CUST_1721,R06,Express,SEPA,2,12.02,MEDIUM
O202510271183,10/27/2025,CUST_1901,R06,Overnight,SEPA,,3.88,Urgent
O202405111184,5/11/2024,CUST_2045,R03,Standard,PayPal,10,15.92,Medium
O202509261185,9/26/2025,CUST_1757,R05,Economy,Bancontact,10,3.15,Medium
O202402161186,2/16/2024,CUST_1877,R01,express,Bancontact,2,9.97,low
O202502131187,2/13/2025,CUST_1582,R02,Express,PayPal,3,13.02,MEDIUM
O202310231188,10/23/2023,CUST_1277,R01,Overnight,Mastercard,1,6.17,Medium
O202502191189,2/19/2025,CUST_2155,R03,Standard,Bancontact,8,15.42,low
O202502131190,2/13/2025,CUST_1363,R04,Overnight,Bancontact,1,9.41,low
O202309131191,9/13/2023,CUST_2205,R04,Express,PayPal,3,13.8,Urgent
O202509201192,9/20/2025,CUST_1951,R08,express,iDEAL,1,12.46,High
O202407091193,7/9/2024,CUST_1249,R04,Overnight,iDEAL,1,8.35,Low
O202403201194,3/20/2024,CUST_1196,R06,Express,iDEAL,3,15.57,low
O202304231195,4/23/2023,CUST_1317,R03,express,Visa,,1.06,Low
O202302101196,2/10/2023,CUST_1956,R07,Express,visa,3,15.06,Low
O202402081197,2/8/2024,CUST_1070,R05,Economy,iDEAL,5,1.89,Medium
O202509231198,9/23/2025,CUST_2178,R08,Overnight,Mastercard,1,13.46,Urgent
O202307301199,7/30/2023,CUST_1068,R07,Economy,PayPal,14,2.55,MEDIUM
O202308051200,8/5/2023,CUST_1608,R01,Overnight,iDEAL,1,10.35,High
O202509281201,9/28/2025,CUST_1375,R04,Overnight,visa,1,9.1,Urgent
O202503231202,3/23/2025,CUST_1877,R02,STANDARD,PayPal,9,6.39,low
O202301091203,1/9/2023,CUST_1758,R07,STANDARD,Mastercard,5,10.51,Medium
O202211061204,11/6/2022,CUST_1919,R07,express,Visa,3,5.31,Urgent
O202309101205,9/10/2023,CUST_1595,R01,Overnight,Mastercard,1,4.9,Low
O202307051206,7/5/2023,CUST_1335,R06,Express,Visa,3,10.53,Low
O202502061207,2/6/2025,CUST_1199,R01,Standard,Bancontact,8,10.25,High
O202508131208,8/13/2025,CUST_1717,R01,Express,Bancontact,1,12.15,Medium
O202302011209,2/1/2023,CUST_1301,R06,STANDARD,SEPA,9,1.13,Medium
O202509221210,9/22/2025,CUST_1992,R04,Express,Bancontact,1,11.67,Low
O202407281211,7/28/2024,CUST_1564,R08,Overnight,iDEAL,1,12.44,Urgent
O202504021212,4/2/2025,CUST_1053,R08,Economy,iDEAL,10,12.35,Low
O202303151213,3/15/2023,CUST_1011,R08,express,PayPal,1,9.7,Urgent
O202301091214,1/9/2023,CUST_2142,R06,Standard,Bancontact,10,10.49,low
O202410111215,10/11/2024,CUST_1161,R05,Overnight,Bancontact,1,4.08,low
O202303311216,3/31/2023,CUST_2144,R06,STANDARD,Visa,7,11.83,MEDIUM
O202305151217,5/15/2023,CUST_1658,R08,Overnight,PayPal,1,9.88,MEDIUM
O202411191218,11/19/2024,CUST_1510,R02,express,Visa,3,7.54,High
O202406061219,6/6/2024,CUST_1024,R04,Standard,SEPA,7,4.97,low
O202405191220,5/19/2024,CUST_1038,R04,STANDARD,visa,10,2.84,low
O202212201221,12/20/2022,CUST_1429,R07,express,visa,1,11.78,High
O202403031222,3/3/2024,CUST_2053,R06,STANDARD,iDEAL,8,4.45,MEDIUM
O202212141223,12/14/2022,CUST_1911,R01,Express,Bancontact,2,11.13,High
O202412221224,12/22/2024,CUST_1579,R07,Economy,iDEAL,7,11.52,Low
O202503051225,3/5/2025,CUST_1271,R04,Standard,Mastercard,9,4.78,High
O202508271226,8/27/2025,CUST_2039,R01,express,Bancontact,1,15.39,low
O202507171227,7/17/2025,CUST_1088,R03,Standard,SEPA,10,11.15,High
O202405311228,5/31/2024,CUST_1456,R02,Standard,Mastercard,10,2.32,Urgent
O202412151229,12/15/2024,CUST_1206,R02,Overnight,iDEAL,1,5.4,High
O202410031230,10/3/2024,CUST_1334,R07,Express,Mastercard,3,9.47,Urgent
O202301061231,1/6/2023,CUST_1605,R08,Economy,SEPA,6,5,low
O202506211232,6/21/2025,CUST_1015,R08,express,PayPal,2,4.73,MEDIUM
O202302251233,2/25/2023,CUST_2090,R03,Economy,Mastercard,5,1.01,Urgent
O202303311234,3/31/2023,CUST_2173,R06,Economy,Mastercard,13,13.98,Urgent
O202501021235,1/2/2025,CUST_1836,R03,express,Mastercard,1,12.11,Urgent
O202211061236,11/6/2022,CUST_1745,R04,Standard,Mastercard,10,11.8,Low
O202212041237,12/4/2022,CUST_1266,R06,express,visa,3,0.09,Urgent
O202509241238,9/24/2025,CUST_1822,R01,Overnight,visa,1,3.77,Urgent
O202501191239,1/19/2025,CUST_1489,R07,Standard,PayPal,5,8.47,MEDIUM
O202304291240,4/29/2023,CUST_1879,R05,Standard,iDEAL,9,0.17,Medium
O202301291241,1/29/2023,CUST_2214,R02,Express,Visa,3,0.46,Low
O202308051242,8/5/2023,CUST_1048,R05,Overnight,Mastercard,1,12.24,Urgent
O202411291243,11/29/2024,CUST_2165,R08,Economy,iDEAL,9,1.79,MEDIUM
O202311181244,11/18/2023,CUST_1804,R01,Standard,iDEAL,10,0.69,Urgent
O202410151245,10/15/2024,CUST_2010,R05,Economy,PayPal,8,15.65,low
O202308081246,8/8/2023,CUST_1090,R06,Overnight,SEPA,1,9.65,MEDIUM
O202406071247,6/7/2024,CUST_1675,R04,STANDARD,Visa,5,10.06,High
O202501061248,1/6/2025,CUST_1713,R06,STANDARD,Mastercard,7,13.48,Low
O202501241249,1/24/2025,CUST_1832,R03,Express,iDEAL,3,1.97,low
O202508101250,8/10/2025,CUST_1108,R06,Economy,Bancontact,,15.46,Urgent
O202305301251,5/30/2023,CUST_1861,R03,Overnight,iDEAL,1,7.14,Low
O202505081252,5/8/2025,CUST_1316,R07,express,Visa,1,12.76,High
O202411191253,11/19/2024,CUST_2033,R06,Standard,Visa,7,10.86,High
O202504221254,4/22/2025,CUST_1472,R02,express,Bancontact,1,0.86,low
O202504201255,4/20/2025,CUST_2172,R01,Overnight,Mastercard,1,4.82,Medium
O202403171256,3/17/2024,CUST_2210,R06,Overnight,Bancontact,1,0.9,Urgent
O202404251257,4/25/2024,CUST_1749,R04,Standard,SEPA,7,15.75,Urgent
O202302201258,2/20/2023,CUST_1654,R08,Standard,iDEAL,10,10.26,low
O202510241259,10/24/2025,CUST_1815,R07,Economy,PayPal,10,6.85,Urgent
O202307111260,7/11/2023,CUST_2135,R04,Express,PayPal,3,4.21,MEDIUM
O202505311261,5/31/2025,CUST_1811,R01,Overnight,SEPA,1,12.31,Medium
O202507071262,7/7/2025,CUST_1971,R02,STANDARD,PayPal,6,12.85,High
O202311161263,11/16/2023,CUST_1336,R01,STANDARD,PayPal,8,3.46,Medium
O202507091264,7/9/2025,CUST_1436,R03,Express,iDEAL,2,0.64,low
O202308011265,8/1/2023,CUST_1660,R04,Express,visa,2,14.29,Urgent
O202412101266,12/10/2024,CUST_2216,R03,Overnight,Mastercard,1,14.65,low
O202309231267,9/23/2023,CUST_1459,R06,Economy,Mastercard,4,10.94,High
O202305121268,5/12/2023,CUST_1515,R01,Standard,Bancontact,9,12.14,Medium
O202509231269,9/23/2025,CUST_1572,R05,Express,Mastercard,2,1.13,low
O202510111270,10/11/2025,CUST_1306,R01,Economy,Bancontact,9,13.75,Low
O202405041271,5/4/2024,CUST_1701,R03,express,Visa,2,9.07,low
O202303231272,3/23/2023,CUST_1414,R04,Standard,Visa,5,6.27,Low
O202403181273,3/18/2024,CUST_1438,R03,Express,visa,2,11.56,Medium
O202307211274,7/21/2023,CUST_2010,R08,express,Bancontact,1,1.2,MEDIUM
O202509021275,9/2/2025,CUST_1070,R07,express,PayPal,3,14.76,Urgent
O202211081276,11/8/2022,CUST_1425,R06,Standard,Mastercard,8,5.34,Low
O202310141277,10/14/2023,CUST_2032,R05,Express,SEPA,2,13.14,MEDIUM
O202506261278,6/26/2025,CUST_1610,R01,Express,Bancontact,,10.34,Urgent
O202506271279,6/27/2025,CUST_1752,R03,express,Bancontact,2,9.08,High
O202503301280,3/30/2025,CUST_1328,R01,Standard,Mastercard,10,12.84,MEDIUM
O202410311281,10/31/2024,CUST_1827,R05,express,SEPA,1,7.14,Low
O202507221282,7/22/2025,CUST_2201,R04,Standard,iDEAL,6,11.15,low
O202507201283,7/20/2025,CUST_2177,R05,STANDARD,visa,5,14.58,low
O202503251284,3/25/2025,CUST_1071,R06,Overnight,Visa,1,9.53,MEDIUM
O202312311285,12/31/2023,CUST_1293,R07,express,PayPal,1,11.89,low
O202404101286,4/10/2024,CUST_1781,R02,Express,Visa,1,9.34,low
O202304021287,4/2/2023,CUST_1214,R06,STANDARD,PayPal,9,3.64,High
O202211091288,11/9/2022,CUST_1150,R03,Economy,Bancontact,10,15.75,Medium
O202308091289,8/9/2023,CUST_1396,R05,express,PayPal,1,14.82,Medium
O202409291290,9/29/2024,CUST_1815,R08,Economy,iDEAL,11,8.19,low
O202510131291,10/13/2025,CUST_1290,R03,Express,Bancontact,3,10.35,High
O202409061292,9/6/2024,CUST_2120,R05,Standard,Bancontact,9,11.13,MEDIUM
O202312151293,12/15/2023,CUST_1524,R06,express,PayPal,2,9.17,low
O202405091294,5/9/2024,CUST_1802,R01,Economy,PayPal,12,7.08,Low
O202501011295,1/1/2025,CUST_1395,R04,Standard,visa,9,7.09,Medium
O202501171296,1/17/2025,CUST_1245,R01,STANDARD,Visa,9,6.65,Urgent
O202501291297,1/29/2025,CUST_1272,R01,Standard,Bancontact,7,5.08,Urgent
O202509031298,9/3/2025,CUST_1833,R05,Overnight,Bancontact,1,8.34,Urgent
O202408221299,8/22/2024,CUST_1672,R06,express,PayPal,1,2.75,Urgent
O202504011300,4/1/2025,CUST_1563,R01,Standard,Visa,8,5.38,Urgent
O202510231301,10/23/2025,CUST_1272,R05,Economy,Visa,9,6.1,Low
O202408271302,8/27/2024,CUST_1219,R03,Express,PayPal,2,12.28,low
O202506251303,6/25/2025,CUST_1607,R01,Express,visa,1,6.48,low
O202503221304,3/22/2025,CUST_1035,R04,Overnight,visa,1,0.67,High
O202505151305,5/15/2025,CUST_1041,R04,express,Mastercard,1,4.76,Low
O202309121306,9/12/2023,CUST_1435,R07,Standard,Mastercard,5,5.31,High
O202510311307,10/31/2025,CUST_1458,R01,STANDARD,visa,7,3.39,MEDIUM
O202211251308,11/25/2022,CUST_2196,R07,Economy,Visa,13,7.73,low
O202507251309,7/25/2025,CUST_1277,R05,Overnight,Mastercard,1,1.75,Low
O202501061310,1/6/2025,CUST_1554,R01,Overnight,PayPal,1,7.4,Low
O202412131311,12/13/2024,CUST_2008,R05,STANDARD,Visa,9,10.21,Medium
O202403291312,3/29/2024,CUST_1039,R06,STANDARD,visa,10,0.72,MEDIUM
O202504041313,4/4/2025,CUST_1003,R03,Economy,iDEAL,8,10.38,High
O202402211314,2/21/2024,CUST_1185,R06,STANDARD,iDEAL,6,4.47,High
O202506171315,6/17/2025,CUST_1392,R05,Express,Visa,1,11.87,MEDIUM
O202505301316,5/30/2025,CUST_1965,R05,STANDARD,Bancontact,8,5.83,High
O202407251317,7/25/2024,CUST_1137,R07,Economy,PayPal,14,2.54,High
O202508221318,8/22/2025,CUST_2070,R03,STANDARD,PayPal,10,6.32,low
O202405201319,5/20/2024,CUST_1218,R07,Express,Mastercard,3,2.68,Urgent
O202301031320,1/3/2023,CUST_1739,R07,Economy,iDEAL,8,6.7,Urgent
O202406221321,6/22/2024,CUST_2058,R04,Standard,visa,8,0.04,Urgent
O202311081322,11/8/2023,CUST_2210,R04,Economy,SEPA,14,1.47,low
O202305041323,5/4/2023,CUST_1960,R03,Overnight,visa,1,6.08,Low
O202409271324,9/27/2024,CUST_2154,R05,express,iDEAL,3,0.37,Urgent
O202309091325,9/9/2023,CUST_1483,R03,express,SEPA,1,7.56,Urgent
O202508261326,8/26/2025,CUST_2187,R01,Express,Mastercard,1,13.2,High
O202301131327,1/13/2023,CUST_1878,R06,Overnight,visa,1,8.65,MEDIUM
O202505061328,5/6/2025,CUST_1114,R05,express,Bancontact,3,4.14,MEDIUM
O202504301329,4/30/2025,CUST_1862,R08,Overnight,PayPal,1,8.37,low
O202301211330,1/21/2023,CUST_1927,R04,express,iDEAL,1,1.03,Urgent
O202302271331,2/27/2023,CUST_2143,R05,Overnight,iDEAL,1,12.16,MEDIUM
O202501081332,1/8/2025,CUST_1344,R07,STANDARD,Mastercard,9,8.16,Urgent
O202312261333,12/26/2023,CUST_2076,R01,Express,Visa,3,1.26,Medium
O202501261334,1/26/2025,CUST_1223,R03,Standard,SEPA,10,10.08,Low
O202304301335,4/30/2023,CUST_2121,R02,Express,iDEAL,3,8.34,Urgent
O202305211336,5/21/2023,CUST_2047,R03,Standard,SEPA,,6.41,MEDIUM
O202301151337,1/15/2023,CUST_1243,R01,express,iDEAL,1,12.43,low
O202308221338,8/22/2023,CUST_1794,R04,Express,PayPal,3,14.83,Urgent
O202407151339,7/15/2024,CUST_1931,R01,Express,SEPA,2,7.83,Urgent
O202509121340,9/12/2025,CUST_1848,R04,Express,PayPal,2,0.21,Urgent
O202504241341,4/24/2025,CUST_1484,R02,Express,visa,3,3.48,Low
O202409051342,9/5/2024,CUST_1697,R01,Economy,visa,9,14.44,Low
O202307191343,7/19/2023,CUST_1192,R08,STANDARD,iDEAL,10,3.55,Low
O202405271344,5/27/2024,CUST_1540,R01,Overnight,PayPal,1,8.57,High
O202304061345,4/6/2023,CUST_1638,R02,Overnight,Bancontact,1,10.39,MEDIUM
O202305291346,5/29/2023,CUST_1313,R04,Economy,visa,9,3.17,low
O202504281347,4/28/2025,CUST_1234,R06,Economy,visa,10,12.38,low
O202304021348,4/2/2023,CUST_1077,R08,express,iDEAL,2,13.94,Medium
O202402191349,2/19/2024,CUST_1620,R05,Overnight,Bancontact,1,4.2,Urgent
O202406231350,6/23/2024,CUST_1051,R04,express,SEPA,2,12.99,High
O202504031351,4/3/2025,CUST_1447,R03,STANDARD,PayPal,8,7.95,MEDIUM
O202401011352,1/1/2024,CUST_1244,R06,STANDARD,Bancontact,7,14.63,low
O202308291353,8/29/2023,CUST_1900,R04,Standard,iDEAL,8,12.35,Medium
O202301171354,1/17/2023,CUST_1280,R02,Overnight,iDEAL,1,11.25,Low
O202310021355,10/2/2023,CUST_1465,R04,Express,PayPal,1,15.83,Low
O202303221356,3/22/2023,CUST_2127,R06,Economy,SEPA,8,9.3,Urgent
O202212201357,12/20/2022,CUST_1956,R04,Overnight,PayPal,1,13.5,MEDIUM
O202404051358,4/5/2024,CUST_1797,R03,Economy,Visa,9,9.13,low
O202406031359,6/3/2024,CUST_1169,R08,Overnight,SEPA,1,14.82,High
O202503191360,3/19/2025,CUST_1131,R08,Standard,PayPal,5,14.32,High
O202509171361,9/17/2025,CUST_1193,R07,STANDARD,iDEAL,5,15.04,High
O202402101362,2/10/2024,CUST_1615,R05,Economy,Bancontact,10,0.93,low
O202404061363,4/6/2024,CUST_2152,R04,Economy,Bancontact,11,11.74,Medium
O202307151364,7/15/2023,CUST_2098,R07,Overnight,SEPA,1,3.85,Medium
O202212291365,12/29/2022,CUST_1311,R07,Economy,PayPal,4,10.3,Urgent
O202311191366,11/19/2023,CUST_1239,R04,express,Bancontact,2,9.57,Urgent
O202502281367,2/28/2025,CUST_1848,R07,Standard,Visa,6,11.91,Medium
O202405231368,5/23/2024,CUST_1357,R01,Express,visa,1,11.15,Medium
O202405041369,5/4/2024,CUST_2206,R01,Standard,Mastercard,10,6.75,Medium
O202503121370,3/12/2025,CUST_2000,R06,STANDARD,SEPA,5,13.78,low
O202303281371,3/28/2023,CUST_1671,R03,Economy,PayPal,8,1.92,Low
O202212261372,12/26/2022,CUST_1337,R04,Express,visa,2,4.85,Urgent
O202411081373,11/8/2024,CUST_1890,R05,Express,visa,2,1.76,Urgent
O202403191374,3/19/2024,CUST_2003,R03,express,Mastercard,1,12.48,Low
O202412211375,12/21/2024,CUST_1686,R06,STANDARD,visa,6,7.75,Urgent
O202412091376,12/9/2024,CUST_1539,R02,Overnight,iDEAL,1,3.45,low
O202408241377,8/24/2024,CUST_1006,R03,Economy,visa,9,11.62,Medium
O202405091378,5/9/2024,CUST_1591,R05,STANDARD,Bancontact,8,8.51,low
O202402121379,2/12/2024,CUST_2173,R01,Overnight,Bancontact,1,15.26,High
O202404011380,4/1/2024,CUST_1740,R05,express,SEPA,3,5.96,Urgent
O202406211381,6/21/2024,CUST_2189,R04,Express,PayPal,1,11.11,low
O202505261382,5/26/2025,CUST_2078,R08,STANDARD,visa,7,2.14,MEDIUM
O202211171383,11/17/2022,CUST_1593,R01,STANDARD,PayPal,7,7.9,Urgent
O202503201384,3/20/2025,CUST_1195,R04,Standard,SEPA,9,8.01,High
O202305241385,5/24/2023,CUST_2098,R08,Express,Visa,2,1.34,High
O202303131386,3/13/2023,CUST_1513,R04,express,Bancontact,3,10.07,High
O202507231387,7/23/2025,CUST_2124,R02,STANDARD,Bancontact,5,10.71,MEDIUM
O202510101388,10/10/2025,CUST_1656,R07,Overnight,Mastercard,1,7.24,High
O202502101389,2/10/2025,CUST_2123,R01,Express,visa,2,10.47,Medium
O202303281390,3/28/2023,CUST_1763,R05,Express,SEPA,3,6.45,High
O202311141391,11/14/2023,CUST_1400,R01,Express,iDEAL,2,15.58,MEDIUM
O202409171392,9/17/2024,CUST_1039,R06,Express,Mastercard,2,1.53,Medium
O202212261393,12/26/2022,CUST_1827,R07,express,Visa,1,4.08,MEDIUM
O202308181394,8/18/2023,CUST_1040,R02,express,Bancontact,1,11.81,Medium
O202307221395,7/22/2023,CUST_1278,R03,Overnight,Visa,1,5.1,low
O202307261396,7/26/2023,CUST_1378,R03,Standard,PayPal,8,0.44,MEDIUM
O202302031397,2/3/2023,CUST_1155,R02,Express,PayPal,3,3.57,High
O202311301398,11/30/2023,CUST_1467,R03,Overnight,Mastercard,1,15.24,High
O202401141399,1/14/2024,CUST_1325,R04,Economy,iDEAL,8,13.72,MEDIUM
O202406031400,6/3/2024,CUST_1683,R03,Express,PayPal,1,4.76,Low
O202504251401,4/25/2025,CUST_1877,R01,Express,PayPal,3,6.85,Low
O202310231402,10/23/2023,CUST_1112,R06,Express,Bancontact,2,7.55,Medium
O202405201403,5/20/2024,CUST_2174,R06,Express,iDEAL,2,5.68,High
O202409161404,9/16/2024,CUST_1364,R07,express,PayPal,2,1.06,Urgent
O202501071405,1/7/2025,CUST_1323,R06,Express,visa,3,9.88,Urgent
O202503021406,3/2/2025,CUST_1615,R02,Overnight,Bancontact,1,5.89,Medium
O202502061407,2/6/2025,CUST_2192,R06,Express,PayPal,2,15.14,Urgent
O202504081408,4/8/2025,CUST_1651,R04,Overnight,Mastercard,1,11.14,MEDIUM
O202502131409,2/13/2025,CUST_1261,R06,Economy,Mastercard,6,14,MEDIUM
O202501041410,1/4/2025,CUST_2012,R03,Overnight,Visa,1,1.3,MEDIUM
O202505261411,5/26/2025,CUST_1857,R04,Economy,SEPA,12,5.17,Medium
O202406091412,6/9/2024,CUST_1842,R06,STANDARD,SEPA,8,9.22,Urgent
O202305271413,5/27/2023,CUST_1806,R03,Overnight,iDEAL,1,10.19,low
O202304081414,4/8/2023,CUST_1851,R02,Overnight,visa,1,15.09,High
O202305271415,5/27/2023,CUST_1807,R04,Economy,Bancontact,5,0.37,Medium
O202506281416,6/28/2025,CUST_1268,R07,Standard,Bancontact,10,13.24,High
O202305151417,5/15/2023,CUST_1561,R07,express,iDEAL,,14.29,Urgent
O202405171418,5/17/2024,CUST_2176,R04,Standard,Mastercard,5,6.35,Medium
O202407021419,7/2/2024,CUST_1906,R07,Express,PayPal,3,2.3,low
O202310031420,10/3/2023,CUST_1796,R05,Overnight,visa,1,14.63,Medium
O202306111421,6/11/2023,CUST_1943,R03,Economy,iDEAL,13,4.79,Medium
O202501181422,1/18/2025,CUST_2173,R05,STANDARD,visa,10,10.65,Medium
O202502251423,2/25/2025,CUST_1785,R05,STANDARD,Bancontact,5,7.2,MEDIUM
O202212231424,12/23/2022,CUST_1844,R04,Express,PayPal,1,0.52,Urgent
O202306091425,6/9/2023,CUST_1348,R06,STANDARD,Visa,5,11.46,low
O202405111426,5/11/2024,CUST_2199,R01,Standard,Mastercard,6,15.5,Medium
O202507031427,7/3/2025,CUST_1859,R08,Economy,visa,7,4.36,High
O202405301428,5/30/2024,CUST_1094,R05,Standard,SEPA,5,13.8,Urgent
O202401181429,1/18/2024,CUST_1078,R02,Overnight,iDEAL,1,6.39,Low
