order_detail_id,order_id,product_id,quantity,discount,tax_rate,total_price,profit,unit_price,cost_price,is_loss_sale
OD0000622,O202503200297,P138,2,0.08,0.21,744.44,147.12,334.37,234.059,False
OD0000623,O202410310298,P143,5,0.08,0.21,2258.46,423.25,405.76,288.65,False
OD0000624,O202410310298,P137,5,0.28,0.21,6256.96,223.04,1436.4,989.6,False
OD0000625,O202410310298,P142,5,0.1,0.21,5387.72,1340.31,989.48,622.47,False
OD0000626,O202410310299,P146,5,0.22,0.21,3128.18,511.67,662.89,414.72,False
OD0000627,O202410310299,P102,4,0.1,0.21,249.82,45.88,57.35,40.145,False
OD0000628,O202304060300,P107,4,0.06,0.21,579.62,118.66,127.4,90.09,False
OD0000629,O202304060300,P143,4,0.04,0.21,1885.32,403.52,405.76,288.65,False
OD0000630,O202304060300,P119,5,0.05,0.21,6639.57,1886.6,1155.21,720.13,False
OD0000631,O202303290301,P109,4,0.0,0.21,2052.98,608.76,424.17,271.98,False
OD0000632,O202303290301,P134,2,0.0,0.21,206.6,41.14,85.37,64.8,False
OD0000633,O202301140302,P147,1,0.17,0.21,1404.33,84.56,1398.32,1076.05,False
OD0000634,O202301140302,P112,1,0.19,0.21,344.28,38.64,351.27,245.889,False
OD0000635,O202401030303,P139,5,0.05,0.21,486.81,72.07,84.7,66.05,False
OD0000636,O202401030303,P138,2,0.19,0.21,655.43,73.56,334.37,234.059,False
OD0000637,O202401030303,P101,5,0.04,0.21,6475.4,2091.12,1114.91,652.09,False
OD0000638,O202511040304,P132,5,0.0,0.21,3119.08,999.75,515.55,315.6,False
OD0000639,O202511040304,P111,4,0.17,0.21,1505.49,318.56,374.76,231.41,False
OD0000640,O202211140305,P101,2,0.01,0.21,2671.1,903.34,1114.91,652.09,False
OD0000641,O202211140305,P159,2,0.18,0.21,843.59,102.03,425.11,297.577,False
OD0000642,O202211140305,P160,2,0.25,0.21,1855.8,239.7,1022.48,647.01,False
OD0000643,O202211140305,P151,5,0.27,0.21,2858.58,97.09,647.25,453.075,False
OD0000644,O202405220306,P151,5,0.22,0.21,3054.37,258.9,647.25,453.075,False
OD0000645,O202212260307,P114,2,0.01,0.21,3182.05,1073.92,1328.18,777.94,False
OD0000646,O202302010308,P104,5,0.0,0.21,2568.22,552.5,424.5,314.0,False
OD0000647,O202402060309,P103,1,0.23,0.21,788.45,37.8,846.25,613.81,False
OD0000648,O202402060309,P107,3,0.0,0.21,462.46,111.93,127.4,90.09,False
OD0000649,O202504030310,P119,4,0.0,0.21,5591.22,1740.32,1155.21,720.13,False
OD0000650,O202504030310,P136,5,0.17,0.21,7422.33,620.66,1478.11,1102.7,False
OD0000651,O202310250311,P121,1,0.03,0.21,359.59,116.3,306.37,180.88,False
OD0000652,O202504090312,P133,4,0.29,0.21,2194.49,249.18,638.6,391.11,False
OD0000653,O202504090312,P137,5,0.14,0.21,7473.59,1228.52,1436.4,989.6,False
OD0000654,O202510230313,P159,1,0.0,0.21,514.38,127.53,425.11,297.577,False
OD0000655,O202510230313,P129,1,0.17,0.21,1011.1,248.59,1006.77,587.03,False
OD0000656,O202503200314,P154,5,0.07,0.21,917.96,129.7,163.15,125.79,False
OD0000657,O202503200314,P123,5,0.2,0.21,6380.23,1506.67,1318.23,753.25,False
OD0000658,O202212120315,P121,5,0.15,0.21,1575.51,397.67,306.37,180.88,False
OD0000659,O202306250316,P149,2,0.3,0.21,650.77,105.48,384.16,216.17,False
OD0000660,O202507090317,P135,4,0.02,0.21,3479.61,967.59,733.6,477.03,False
OD0000661,O202507090317,P143,2,0.22,0.21,765.91,55.69,405.76,288.65,False
OD0000662,O202403070318,P122,5,0.18,0.21,3661.32,661.48,738.02,472.88,False
OD0000663,O202403070318,P152,4,0.0,0.21,6067.13,2070.72,1253.54,735.86,False
OD0000664,O202403070318,P129,4,0.0,0.21,4872.77,1678.96,1006.77,587.03,False
OD0000665,O202404150319,P152,1,0.21,0.21,1198.26,254.44,1253.54,735.86,False
OD0000666,O202308140320,P113,2,0.07,0.21,730.0,104.39,324.36,249.46,False
OD0000667,O202304140321,P141,4,0.08,0.21,6291.72,1273.21,1412.98,981.64,False
OD0000668,O202211240322,P106,3,0.29,0.21,3280.31,-159.55,1272.77,956.85,True
OD0000669,O202211240322,P142,4,0.25,0.21,3591.81,478.56,989.48,622.47,False
OD0000670,O202211240322,P143,3,0.16,0.21,1237.24,156.57,405.76,288.65,False
OD0000671,O202304160323,P122,3,0.0,0.21,2679.01,795.42,738.02,472.88,False
OD0000672,O202411300324,P155,5,0.19,0.21,6362.12,372.0,1298.26,977.19,False
OD0000673,O202406160325,P146,1,0.22,0.21,625.64,102.33,662.89,414.72,False
OD0000674,O202507040326,P122,1,0.07,0.21,830.49,213.48,738.02,472.88,False
OD0000675,O202507040326,P128,3,0.08,0.21,1172.6,163.38,351.12,268.57,False
OD0000676,O202508230327,P158,3,0.0,0.21,1686.97,548.07,464.73,282.04,False
OD0000677,O202508230327,P101,1,0.02,0.21,1322.06,440.52,1114.91,652.09,False
OD0000678,O202508230327,P107,1,0.07,0.21,143.36,28.39,127.4,90.09,False
OD0000679,O202302090328,P118,2,0.1,0.21,1738.87,215.24,798.38,610.92,False
OD0000680,O202509220329,P153,3,0.0,0.21,4898.61,950.67,1349.48,1032.59,False
OD0000681,O202509220329,P141,5,0.0,0.21,8548.53,2156.7,1412.98,981.64,False
OD0000682,O202509220329,P133,3,0.02,0.21,2271.76,704.15,638.6,391.11,False
OD0000683,O202509220329,P108,3,0.07,0.21,383.6,63.65,113.63,84.46,False
OD0000684,O202509130330,P103,2,0.18,0.21,1679.3,160.23,846.25,613.81,False
OD0000685,O202509130330,P139,2,0.0,0.21,204.97,37.3,84.7,66.05,False
OD0000686,O202509130330,P140,3,0.0,0.21,4640.95,1150.65,1278.5,894.9499999999999,False
OD0000687,O202509130330,P103,5,0.01,0.21,5068.61,-1679.84,846.25,613.81,True
OD0000688,O202412080331,P126,5,0.18,0.21,4853.4,687.77,978.31,664.66,False
OD0000689,O202412080331,P113,2,0.0,0.21,784.95,149.8,324.36,249.46,False
OD0000690,O202505310332,P111,4,0.09,0.21,1650.59,438.49,374.76,231.41,False
OD0000691,O202505310332,P154,2,0.13,0.21,343.5,-48.45,163.15,125.79,True
OD0000692,O202505310332,P137,5,0.2,0.21,6952.18,797.6,1436.4,989.6,False
OD0000693,O202505310332,P102,5,0.0,0.21,346.97,86.02,57.35,40.145,False
OD0000694,O202311140333,P108,1,0.13,0.21,119.62,14.4,113.63,84.46,False
OD0000695,O202311140333,P107,1,0.3,0.21,107.91,-0.91,127.4,90.09,True
OD0000696,O202510180334,P102,5,0.06,0.21,326.15,68.82,57.35,40.145,False
OD0000697,O202510180334,P132,3,0.11,0.21,1665.59,429.72,515.55,315.6,False
OD0000698,O202510180334,P135,2,0.03,0.21,1722.05,469.12,733.6,477.03,False
OD0000699,O202310300335,P128,4,0.1,0.21,1529.48,189.75,351.12,268.57,False
OD0000700,O202310300335,P116,3,0.29,0.21,1982.43,23.08,769.19,538.433,False
OD0000701,O202310300335,P107,2,0.12,0.21,271.31,44.04,127.4,90.09,False
OD0000702,O202510180336,P101,4,0.24,0.21,4101.08,780.97,1114.91,652.09,False
OD0000703,O202510180336,P156,4,0.21,0.21,5305.21,760.75,1387.49,905.93,False
OD0000704,O202510180336,P112,1,0.0,0.21,425.04,105.38,351.27,245.889,False
OD0000705,O202501280337,P141,2,0.0,0.21,3419.41,862.68,1412.98,981.64,False
OD0000706,O202501280337,P134,1,0.13,0.21,89.87,9.47,85.37,64.8,False
OD0000707,O202407020338,P121,3,0.16,0.21,934.18,229.41,306.37,180.88,False
OD0000708,O202407020338,P148,5,0.05,0.21,2389.75,458.6,415.79,303.28,False
OD0000709,O202407020338,P127,1,0.26,0.21,460.0,68.06,513.74,312.11,False
OD0000710,O202504010339,P133,3,0.08,0.21,2132.67,589.21,638.6,391.11,False
OD0000711,O202504010339,P151,1,0.0,0.21,783.17,194.18,647.25,453.075,False
OD0000712,O202501080340,P109,3,0.26,0.21,1139.41,125.72,424.17,271.98,False
OD0000713,O202501080340,P106,2,0.09,0.21,2802.89,402.74,1272.77,956.85,False
OD0000714,O202501080340,P120,4,0.29,0.21,5010.65,192.95,1458.11,987.02,False
OD0000715,O202311180341,P105,3,0.27,0.21,640.37,-104.23,241.66,153.25,True
OD0000716,O202311180341,P155,1,0.2,0.21,1256.72,61.42,1298.26,977.19,False
OD0000717,O202311280342,P138,1,0.28,0.21,291.3,6.69,334.37,234.059,False
OD0000718,O202311280342,P120,3,0.13,0.21,4604.86,844.61,1458.11,987.02,False
OD0000719,O202509160343,P110,1,0.07,0.21,458.89,88.89,407.79,290.35,False
OD0000720,O202509160343,P140,4,0.29,0.21,4393.44,51.14,1278.5,894.9499999999999,False
OD0000721,O202509160343,P148,2,0.29,0.21,714.41,-16.14,415.79,303.28,True
OD0000722,O202509160343,P144,1,0.12,0.21,737.74,56.1,692.84,553.6,False
OD0000723,O202509280344,P145,2,0.19,0.21,794.16,32.23,405.14,312.05,False
OD0000724,O202509280344,P154,2,0.0,0.21,394.82,74.72,163.15,125.79,False
OD0000725,O202303070345,P138,5,0.12,0.21,1780.19,300.93,334.37,234.059,False
OD0000726,O202303070345,P158,3,0.02,0.21,1653.23,520.19,464.73,282.04,False
OD0000727,O202403040346,P149,1,0.13,0.21,404.41,118.05,384.16,216.17,False
OD0000728,O202408070347,P103,5,0.15,0.21,4351.84,527.51,846.25,613.81,False
OD0000729,O202505200348,P110,4,0.0,0.21,1973.7,469.76,407.79,290.35,False
OD0000730,O202505200348,P127,2,0.27,0.21,907.57,125.84,513.74,312.11,False
OD0000731,O202403080349,P158,4,0.0,0.21,2249.29,730.76,464.73,282.04,False
OD0000732,O202403080349,P141,4,0.12,0.21,6018.16,1047.13,1412.98,981.64,False
OD0000733,O202408230350,P158,2,0.0,0.21,1124.65,365.38,464.73,282.04,False
OD0000734,O202508310351,P122,3,0.25,0.21,2009.26,241.91,738.02,472.88,False
OD0000735,O202510100352,P106,5,0.0,0.21,7700.26,1579.6,1272.77,956.85,False
OD0000736,O202510100352,P150,2,0.27,0.21,895.65,-65.85,506.99,403.03,True
OD0000737,O202510100352,P121,2,0.0,0.21,741.42,250.98,306.37,180.88,False
OD0000738,O202409160353,P126,4,0.01,0.21,4687.67,1215.47,978.31,664.66,False
OD0000739,O202409160353,P135,3,0.03,0.21,2583.08,703.69,733.6,477.03,False
OD0000740,O202409160353,P126,3,0.07,0.21,3302.68,735.5,978.31,664.66,False
OD0000741,O202412120354,P154,5,0.1,0.21,888.35,105.23,163.15,125.79,False
OD0000742,O202307040355,P117,5,0.25,0.21,1126.93,63.2,248.36,173.63,False
OD0000743,O202307040355,P119,5,0.1,0.21,6290.12,1597.8,1155.21,720.13,False
OD0000744,O202307040355,P156,5,0.11,0.21,7470.94,1644.68,1387.49,905.93,False
OD0000745,O202308020356,P125,4,0.18,0.21,5742.46,469.87,1446.9,1068.99,False
OD0000746,O202308020356,P114,2,0.13,0.21,2796.35,755.15,1328.18,777.94,False
OD0000747,O202308020356,P146,5,0.0,0.21,4010.48,-1861.27,662.89,414.72,True
OD0000748,O202406100357,P156,1,0.25,0.21,1259.15,134.69,1387.49,905.93,False
OD0000749,O202406100357,P122,3,0.29,0.21,1902.1,153.34,738.02,472.88,False
OD0000750,O202308130358,P109,3,0.0,0.21,1539.74,456.57,424.17,271.98,False
OD0000751,O202509010359,P157,2,0.26,0.21,306.32,-8.43,171.05,130.79,True
OD0000752,O202509010359,P137,1,0.09,0.21,1581.62,317.52,1436.4,989.6,False
OD0000753,O202404060360,P141,3,0.27,0.21,3744.26,149.51,1412.98,981.64,False
OD0000754,O202404060360,P160,5,0.11,0.21,5505.54,1314.99,1022.48,647.01,False
OD0000755,O202404060360,P127,4,0.03,0.21,2411.91,744.87,513.74,312.11,False
OD0000756,O202212140361,P115,3,0.21,0.21,1151.32,18.72,401.48,310.93,False
OD0000757,O202509290362,P141,4,0.1,0.21,6154.94,1160.17,1412.98,981.64,False
OD0000758,O202312010363,P112,2,0.01,0.21,841.57,203.74,351.27,245.889,False
OD0000759,O202312010363,P109,2,0.05,0.21,975.17,261.96,424.17,271.98,False
OD0000760,O202412310364,P106,4,0.09,0.21,5605.79,805.48,1272.77,956.85,False
OD0000761,O202412310364,P143,2,0.26,0.21,726.64,23.22,405.76,288.65,False
OD0000762,O202412310364,P159,1,0.19,0.21,416.65,46.76,425.11,297.577,False
OD0000763,O202412310364,P129,2,0.02,0.21,2387.66,799.21,1006.77,587.03,False
OD0000764,O202404040365,P140,2,0.25,0.21,2320.48,127.85,1278.5,894.9499999999999,False
OD0000765,O202404040365,P154,5,0.17,0.21,819.26,48.12,163.15,125.79,False
OD0000766,O202404040365,P127,4,0.08,0.21,2287.58,642.12,513.74,312.11,False
OD0000767,O202404040365,P146,1,0.03,0.21,778.03,228.28,662.89,414.72,False
OD0000768,O202306110366,P156,2,0.0,0.21,3357.73,963.12,1387.49,905.93,False
OD0000769,O202306110366,P140,1,0.0,0.21,1546.98,383.55,1278.5,894.9499999999999,False
OD0000770,O202306110366,P144,3,0.01,0.21,2489.86,396.93,692.84,553.6,False
OD0000771,O202510100367,P103,3,0.25,0.21,2303.92,62.63,846.25,613.81,False
OD0000772,O202510100367,P135,4,0.03,0.21,3444.11,938.25,733.6,477.03,False
OD0000773,O202510160368,P123,2,0.19,0.21,2583.99,629.03,1318.23,753.25,False
OD0000774,O202510160368,P150,5,0.17,0.21,2545.85,88.86,506.99,403.03,False
OD0000775,O202510160368,P139,1,0.24,0.21,77.89,-1.68,84.7,66.05,True
OD0000776,O202510180369,P135,5,0.01,0.21,4393.9,1246.17,733.6,477.03,False
OD0000777,O202302180370,P153,4,0.14,0.21,5617.08,511.85,1349.48,1032.59,False
OD0000778,O202302180370,P120,2,0.29,0.21,2505.32,96.48,1458.11,987.02,False
OD0000779,O202411240371,P107,3,0.23,0.21,356.1,24.02,127.4,90.09,False
OD0000780,O202411240371,P142,3,0.07,0.21,3340.39,893.24,989.48,622.47,False
OD0000781,O202505160372,P144,1,0.12,0.21,737.74,56.1,692.84,553.6,False
OD0000782,O202505160372,P117,4,0.28,0.21,865.48,20.76,248.36,173.63,False
OD0000783,O202503110373,P114,3,0.19,0.21,3905.25,893.66,1328.18,777.94,False
OD0000784,O202505230374,P151,3,0.16,0.21,1973.59,271.85,647.25,453.075,False
OD0000785,O202403230375,P126,5,0.22,0.21,4616.64,492.11,978.31,664.66,False
OD0000786,O202403230375,P122,1,0.05,0.21,848.35,228.24,738.02,472.88,False
OD0000787,O202403230375,P130,2,0.18,0.21,2339.77,524.45,1179.08,704.62,False
OD0000788,O202312040376,P104,4,0.0,0.21,2054.58,442.0,424.5,314.0,False
OD0000789,O202312040376,P138,1,0.27,0.21,295.35,10.03,334.37,234.059,False
OD0000790,O202502050377,P126,3,0.03,0.21,3444.73,852.9,978.31,664.66,False
OD0000791,O202501240378,P139,3,0.11,0.21,273.64,28.0,84.7,66.05,False
OD0000792,O202402110379,P110,3,0.23,0.21,1139.81,70.94,407.79,290.35,False
OD0000793,O202402110379,P129,2,0.0,0.21,2436.38,839.48,1006.77,587.03,False
OD0000794,O202403140380,P141,2,0.0,0.21,3419.41,862.68,1412.98,981.64,False
OD0000795,O202403140380,P144,4,0.07,0.21,3118.61,362.96,692.84,553.6,False
OD0000796,O202410060381,P117,4,0.05,0.21,1141.96,249.25,248.36,173.63,False
OD0000797,O202410060381,P122,2,0.25,0.21,1339.51,161.27,738.02,472.88,False
OD0000798,O202410060381,P143,5,0.16,0.21,2062.07,260.94,405.76,288.65,False
OD0000799,O202308290382,P137,1,0.22,0.21,1355.67,130.79,1436.4,989.6,False
OD0000800,O202308290382,P147,3,0.0,0.21,5075.9,966.81,1398.32,1076.05,False
OD0000801,O202308290382,P133,3,0.28,0.21,1669.04,206.05,638.6,391.11,False
OD0000802,O202308290382,P124,1,0.04,0.21,233.82,54.86,201.29,138.38,False
OD0000803,O202412230383,P127,2,0.15,0.21,1056.76,249.14,513.74,312.11,False
OD0000804,O202212010384,P127,2,0.0,0.21,1243.25,403.26,513.74,312.11,False
OD0000805,O202212010384,P146,4,0.2,0.21,2566.71,462.37,662.89,414.72,False
OD0000806,O202212010384,P112,3,0.15,0.21,1083.84,158.07,351.27,245.889,False
OD0000807,O202212010384,P108,3,0.11,0.21,367.1,50.01,113.63,84.46,False
OD0000808,O202510180385,P106,3,0.14,0.21,3973.33,413.2,1272.77,956.85,False
OD0000809,O202510180385,P103,1,0.12,0.21,901.09,130.89,846.25,613.81,False
OD0000810,O202510180385,P135,3,0.09,0.21,2423.3,571.64,733.6,477.03,False
OD0000811,O202510180385,P106,2,0.04,0.21,2956.9,530.02,1272.77,956.85,False
OD0000812,O202403070386,P152,5,0.15,0.21,6446.33,1648.24,1253.54,735.86,False
OD0000813,O202403070386,P114,1,0.0,0.21,1607.1,550.24,1328.18,777.94,False
OD0000814,O202403070386,P123,5,0.17,0.21,6619.49,1704.4,1318.23,753.25,False
OD0000815,O202403070386,P146,2,0.0,0.21,1604.19,496.34,662.89,414.72,False
OD0000816,O202507070387,P160,2,0.01,0.21,2449.66,730.49,1022.48,647.01,False
OD0000817,O202303090388,P157,1,0.13,0.21,180.06,18.02,171.05,130.79,False
OD0000818,O202303090388,P138,4,0.0,0.21,1618.35,401.24,334.37,234.059,False
OD0000819,O202303090388,P152,4,0.06,0.21,5703.11,1769.87,1253.54,735.86,False
OD0000820,O202303090388,P136,2,0.12,0.21,3147.78,396.07,1478.11,1102.7,False
OD0000821,O202409160389,P102,1,0.3,0.21,48.58,-0.0,57.35,40.145,False
OD0000822,O202409160389,P131,4,0.21,0.21,2380.34,563.91,622.54,350.83,False
OD0000823,O202406230390,P112,3,0.18,0.21,1045.59,126.46,351.27,245.889,False
OD0000824,O202406230390,P138,1,0.04,0.21,388.4,86.94,334.37,234.059,False
OD0000825,O202312070391,P122,2,0.0,0.21,1786.01,530.28,738.02,472.88,False
OD0000826,O202405270392,P144,2,0.08,0.21,1542.54,167.63,692.84,553.6,False
OD0000827,O202505080393,P104,4,0.1,0.21,1849.12,272.2,424.5,314.0,False
OD0000828,O202305080394,P114,1,0.05,0.21,1526.74,483.83,1328.18,777.94,False
OD0000829,O202404230395,P117,3,0.23,0.21,694.19,52.82,248.36,173.63,False
OD0000830,O202404230395,P102,3,0.29,0.21,147.81,1.72,57.35,40.145,False
OD0000831,O202312210396,P126,5,0.26,0.21,4379.89,296.45,978.31,664.66,False
OD0000832,O202410070397,P125,5,0.11,0.21,7790.83,1093.76,1446.9,1068.99,False
OD0000833,O202305280398,P114,4,0.0,0.21,6428.39,2200.96,1328.18,777.94,False
OD0000834,O202305280398,P136,5,0.17,0.21,7422.33,620.66,1478.11,1102.7,False
OD0000835,O202408120399,P110,5,0.17,0.21,2047.72,240.58,407.79,290.35,False
OD0000836,O202408120399,P127,4,0.16,0.21,2088.66,477.73,513.74,312.11,False
OD0000837,O202408120399,P126,3,0.27,0.21,2592.42,148.52,978.31,664.66,False
OD0000838,O202408120399,P134,3,0.09,0.21,282.0,38.66,85.37,64.8,False
OD0000839,O202401210400,P143,2,0.13,0.21,854.29,128.72,405.76,288.65,False
OD0000840,O202401210400,P156,1,0.24,0.21,1275.94,148.56,1387.49,905.93,False
OD0000841,O202310120401,P102,4,0.15,0.21,235.94,34.41,57.35,40.145,False
OD0000842,O202310120401,P117,2,0.01,0.21,595.02,144.49,248.36,173.63,False
OD0000843,O202504020402,P141,3,0.0,0.21,5129.12,1294.02,1412.98,981.64,False
OD0000844,O202504020402,P119,1,0.13,0.21,1216.09,284.9,1155.21,720.13,False
OD0000845,O202504020402,P115,5,0.14,0.21,2088.9,171.71,401.48,310.93,False
OD0000846,O202501240403,P104,3,0.18,0.21,1263.57,102.27,424.5,314.0,False
OD0000847,O202501240403,P150,5,0.0,0.21,3067.29,519.8,506.99,403.03,False
OD0000848,O202501240403,P117,2,0.09,0.21,546.94,104.76,248.36,173.63,False
OD0000849,O202311180404,P141,1,0.23,0.21,1316.47,106.35,1412.98,981.64,False
OD0000850,O202311180404,P107,3,0.0,0.21,462.46,111.93,127.4,90.09,False
OD0000851,O202511030405,P151,5,0.24,0.21,2976.06,194.18,647.25,453.075,False
OD0000852,O202511030405,P149,3,0.02,0.21,1366.61,480.92,384.16,216.17,False
OD0000853,O202511030405,P126,5,0.05,0.21,5622.84,1323.67,978.31,664.66,False
OD0000854,O202409270406,P113,4,0.17,0.21,1303.02,79.04,324.36,249.46,False
OD0000855,O202409270406,P126,5,0.2,0.21,4735.02,589.94,978.31,664.66,False
OD0000856,O202409270406,P131,4,0.07,0.21,2802.18,912.53,622.54,350.83,False
OD0000857,O202409270406,P145,5,0.23,0.21,1887.34,-0.46,405.14,312.05,True
OD0000858,O202403120407,P158,3,0.24,0.21,1282.1,213.46,464.73,282.04,False
OD0000859,O202403120407,P157,5,0.14,0.21,889.97,81.57,171.05,130.79,False
OD0000860,O202505090408,P153,4,0.13,0.21,5682.39,565.83,1349.48,1032.59,False
OD0000861,O202505090408,P129,3,0.22,0.21,2850.57,594.75,1006.77,587.03,False
OD0000862,O202307020409,P122,4,0.13,0.21,3107.65,676.79,738.02,472.88,False
OD0000863,O202307020409,P116,4,0.0,0.21,3722.88,923.03,769.19,538.433,False
OD0000864,O202509270410,P108,1,0.24,0.21,104.49,1.9,113.63,84.46,False
OD0000865,O202509270410,P152,3,0.04,0.21,4368.34,1402.62,1253.54,735.86,False
OD0000866,O202509270410,P132,1,0.15,0.21,530.24,122.62,515.55,315.6,False
OD0000867,O202509270410,P111,3,0.07,0.21,1265.15,351.35,374.76,231.41,False
OD0000868,O202310170411,P121,1,0.0,0.21,370.71,125.49,306.37,180.88,False
OD0000869,O202411190412,P143,5,0.21,0.21,1939.33,159.5,405.76,288.65,False
OD0000870,O202303300413,P150,1,0.02,0.21,601.19,93.82,506.99,403.03,False
OD0000871,O202303300413,P109,1,0.19,0.21,415.73,71.6,424.17,271.98,False
OD0000872,O202301200414,P145,5,0.0,0.21,2451.1,465.45,405.14,312.05,False
OD0000873,O202301200414,P131,5,0.3,0.21,2636.46,424.74,622.54,350.83,False
OD0000874,O202212040415,P109,2,0.02,0.21,1005.96,287.41,424.17,271.98,False
OD0000875,O202402140416,P121,5,0.26,0.21,1371.62,229.17,306.37,180.88,False
OD0000876,O202407030417,P102,4,0.0,0.21,277.57,68.82,57.35,40.145,False
OD0000877,O202505260418,P134,3,0.22,0.21,241.72,5.37,85.37,64.8,False
OD0000878,O202501080419,P122,3,0.09,0.21,2437.9,596.15,738.02,472.88,False
OD0000879,O202405160420,P125,5,0.19,0.21,7090.53,515.0,1446.9,1068.99,False
OD0000880,O202405160420,P143,3,0.13,0.21,1281.43,193.08,405.76,288.65,False
OD0000881,O202405160420,P159,1,0.21,0.21,406.36,38.26,425.11,297.577,False
OD0000882,O202405160420,P137,4,0.0,0.21,6952.18,1787.2,1436.4,989.6,False
OD0000883,O202510250421,P145,1,0.16,0.21,411.78,28.27,405.14,312.05,False
OD0000884,O202510250421,P102,5,0.28,0.21,249.82,5.73,57.35,40.145,False
OD0000885,O202510250421,P116,2,0.09,0.21,1693.91,323.06,769.19,538.433,False
OD0000886,O202309120422,P123,2,0.28,0.21,2296.88,391.75,1318.23,753.25,False
OD0000887,O202309120422,P103,5,0.27,0.21,3737.46,19.76,846.25,613.81,False
OD0000888,O202309120422,P113,5,0.1,0.21,1766.14,212.32,324.36,249.46,False
OD0000889,O202510250423,P103,2,0.08,0.21,1884.09,329.48,846.25,613.81,False
OD0000890,O202510250423,P110,4,0.13,0.21,1717.12,257.71,407.79,290.35,False
OD0000891,O202302150424,P159,3,0.09,0.21,1404.27,267.82,425.11,297.577,False
OD0000892,O202302150424,P144,3,0.14,0.21,2162.91,126.73,692.84,553.6,False
OD0000893,O202409100425,P121,1,0.27,0.21,270.62,42.77,306.37,180.88,False
OD0000894,O202410020426,P158,1,0.13,0.21,489.22,122.28,464.73,282.04,False
OD0000895,O202501160427,P156,2,0.16,0.21,2820.49,-778.68,1387.49,905.93,True
OD0000896,O202501160427,P144,1,0.0,0.21,838.34,139.24,692.84,553.6,False
OD0000897,O202501160427,P139,4,0.13,0.21,356.65,30.56,84.7,66.05,False
OD0000898,O202403200428,P109,3,0.19,0.21,1247.19,214.79,424.17,271.98,False
OD0000899,O202403200428,P140,2,0.0,0.21,3093.97,767.1,1278.5,894.9499999999999,False
OD0000900,O202403200428,P111,1,0.0,0.21,453.46,143.35,374.76,231.41,False
OD0000901,O202305310429,P102,2,0.1,0.21,124.91,22.94,57.35,40.145,False
OD0000902,O202305310429,P135,2,0.27,0.21,1295.98,117.0,733.6,477.03,False
OD0000903,O202510270430,P111,4,0.0,0.21,1813.84,573.4,374.76,231.41,False
OD0000904,O202401280431,P105,4,0.15,0.21,994.19,208.64,241.66,153.25,False
OD0000905,O202306060432,P143,1,0.16,0.21,412.41,52.19,405.76,288.65,False
OD0000906,O202306060432,P118,5,0.05,0.21,4588.69,737.7,798.38,610.92,False
OD0000907,O202306060432,P114,2,0.0,0.21,3214.2,1100.48,1328.18,777.94,False
OD0000908,O202306060432,P147,3,0.26,0.21,3756.17,-123.88,1398.32,1076.05,True
OD0000909,O202404220433,P137,4,0.0,0.21,6952.18,1787.2,1436.4,989.6,False
OD0000910,O202404220433,P107,5,0.04,0.21,739.94,161.07,127.4,90.09,False
OD0000911,O202404190434,P142,2,0.23,0.21,1843.8,278.86,989.48,622.47,False
OD0000912,O202304020435,P155,2,0.0,0.21,3141.79,642.14,1298.26,977.19,False
OD0000913,O202304020435,P143,3,0.08,0.21,1355.08,253.95,405.76,288.65,False
OD0000914,O202304020435,P131,1,0.26,0.21,557.42,109.85,622.54,350.83,False
OD0000915,O202304020435,P159,5,0.19,0.21,2083.25,233.81,425.11,297.577,False
OD0000916,O202409140436,P152,3,0.05,0.21,4322.83,1365.01,1253.54,735.86,False
OD0000917,O202409140436,P122,5,0.14,0.21,3839.92,809.09,738.02,472.88,False
OD0000918,O202409140436,P132,3,0.24,0.21,1422.3,228.65,515.55,315.6,False
OD0000919,O202409140436,P134,2,0.13,0.21,179.74,18.94,85.37,64.8,False
OD0000920,O202501160437,P147,1,0.27,0.21,1235.14,-55.28,1398.32,1076.05,True
OD0000921,O202312200438,P101,5,0.19,0.21,5463.62,1254.94,1114.91,652.09,False
OD0000922,O202312200438,P116,4,0.11,0.21,3313.36,584.58,769.19,538.433,False
OD0000923,O202507020439,P133,3,0.13,0.21,2016.76,493.42,638.6,391.11,False
OD0000924,O202507020439,P106,3,0.07,0.21,4296.74,680.48,1272.77,956.85,False
OD0000925,O202507020439,P115,5,0.23,0.21,1870.29,-8.95,401.48,310.93,True
OD0000926,O202404280440,P116,5,0.3,0.21,3257.52,0.0,769.19,538.433,False
OD0000927,O202310300441,P119,1,0.18,0.21,1146.2,227.14,1155.21,720.13,False
OD0000928,O202310300441,P154,4,0.03,0.21,765.96,129.86,163.15,125.79,False
OD0000929,O202303040442,P148,5,0.0,0.21,2515.53,562.55,415.79,303.28,False
OD0000930,O202303040442,P158,1,0.19,0.21,455.48,94.39,464.73,282.04,False
OD0000931,O202410140443,P157,5,0.11,0.21,921.02,107.22,171.05,130.79,False
OD0000932,O202410140443,P143,2,0.1,0.21,883.75,153.07,405.76,288.65,False
OD0000933,O202503020444,P116,4,0.02,0.21,3648.42,861.49,769.19,538.433,False
OD0000934,O202503020444,P155,1,0.0,0.21,1570.89,321.07,1298.26,977.19,False
OD0000935,O202405260445,P122,4,0.26,0.21,2643.29,293.02,738.02,472.88,False
OD0000936,O202405260445,P124,1,0.0,0.21,243.56,62.91,201.29,138.38,False
