order_id,order_date,customer_id,region_id,ship_mode,payment_method,delivery_time_days,shipping_cost,order_priority
O202311010877,11/1/2023,CUST_1378,R03,Standard,iDEAL,5,3.44,Medium
O202406260878,6/26/2024,CUST_1901,R01,Overnight,Bancontact,1,14.37,Low
O202406130879,6/13/2024,CUST_1667,R01,Standard,Mastercard,9,2.72,Medium
O202510300880,10/30/2025,CUST_1462,R01,Standard,Bancontact,5,4.59,Medium
O202410130881,10/13/2024,CUST_1447,R02,Express,SEPA,3,11.82,Urgent
O202307200882,7/20/2023,CUST_1791,R02,Standard,SEPA,8,12.42,Medium
O202506060883,6/6/2025,CUST_2014,R03,Express,Visa,2,8.7,Medium
O202410100884,10/10/2024,CUST_2139,R01,Economy,SEPA,9,2.73,Low
O202407180885,7/18/2024,CUST_1349,R01,Express,SEPA,2,1.84,Low
O202409020886,9/2/2024,CUST_1263,R01,Standard,Visa,8,5.36,High
O202510190887,10/19/2025,CUST_1513,R01,Overnight,iDEAL,1,7.15,Low
O202405050888,5/5/2024,CUST_1373,R04,Overnight,SEPA,1,12.32,Low
O202504160889,4/16/2025,CUST_1864,R05,Standard,Visa,8,9.26,Medium
O202505290890,5/29/2025,CUST_1758,R05,Overnight,Visa,1,3.24,Low
O202402170891,2/17/2024,CUST_2001,R01,Express,Mastercard,1,6.72,High
O202312170892,12/17/2023,CUST_1491,R03,Express,Visa,3,8.53,Medium
O202303200893,3/20/2023,CUST_1723,R03,Express,iDEAL,2,4.55,Low
O202504090894,4/9/2025,CUST_1377,R01,Economy,Visa,9,7.1,Low
O202502140895,2/14/2025,CUST_1670,R04,Overnight,SEPA,1,12.95,Low
O202302110896,2/11/2023,CUST_1208,R02,Overnight,Bancontact,1,3,Low
O202412210897,12/21/2024,CUST_2017,R02,Economy,Bancontact,11,14.89,Low
O202501230898,1/23/2025,CUST_2176,R02,Overnight,Mastercard,1,6.32,Low
O202404100899,4/10/2024,CUST_2108,R03,Overnight,PayPal,1,9.37,Low
O202212300900,12/30/2022,CUST_1076,R02,Standard,iDEAL,9,7.65,Low
O202212050901,12/5/2022,CUST_2089,R04,Economy,SEPA,9,11.23,Low
O202502160902,2/16/2025,CUST_2070,R05,Overnight,Mastercard,1,6.22,Medium
O202509190903,9/19/2025,CUST_2059,R05,Standard,Visa,10,7.3,Low
O202504160904,4/16/2025,CUST_1350,R01,Express,PayPal,3,5.56,Low
O202307170905,7/17/2023,CUST_2062,R02,Standard,Visa,6,7.04,Low
O202506050906,6/5/2025,CUST_2104,R02,Express,PayPal,3,10.2,Urgent
O202304170907,4/17/2023,CUST_1947,R01,Overnight,Visa,1,4.77,Low
O202409040908,9/4/2024,CUST_1203,R05,Express,Bancontact,2,2.55,Urgent
O202510070909,10/7/2025,CUST_2049,R02,Express,SEPA,1,3.35,Low
O202409300910,9/30/2024,CUST_1330,R02,Standard,iDEAL,6,15.72,Low
O202304130911,4/13/2023,CUST_1443,R01,Standard,Visa,5,9.84,Medium
O202310080912,10/8/2023,CUST_1354,R04,Express,iDEAL,1,2.36,Urgent
O202503160913,3/16/2025,CUST_2199,R04,Express,Visa,2,13.22,Low
O202508300914,8/30/2025,CUST_2103,R01,Economy,Bancontact,4,10.67,Medium
O202307180915,7/18/2023,CUST_2066,R01,Economy,SEPA,5,3.85,Low
O202304130916,4/13/2023,CUST_1022,R04,Standard,Mastercard,9,4.9,Medium
O202408070917,8/7/2024,CUST_1716,R02,Express,SEPA,2,0.94,Low
O202409020918,9/2/2024,CUST_2096,R02,Standard,SEPA,5,5.23,Medium
O202407060919,7/6/2024,CUST_1415,R04,Express,Bancontact,1,14.88,Low
O202508130920,8/13/2025,CUST_1422,R03,Express,Mastercard,2,11.01,Low
O202501300921,1/30/2025,CUST_2164,R04,Express,PayPal,1,0.96,High
O202409140922,9/14/2024,CUST_1429,R01,Express,Visa,2,4.66,Medium
O202403190923,3/19/2024,CUST_1425,R01,Express,Visa,2,7.77,Medium
O202411010924,11/1/2024,CUST_1711,R02,Standard,Bancontact,7,15.26,Low
O202301270925,1/27/2023,CUST_1491,R04,Express,Bancontact,1,13.64,Low
O202503130926,3/13/2025,CUST_1280,R03,Standard,PayPal,6,8.31,Urgent
O202404060927,4/6/2024,CUST_1896,R02,Economy,SEPA,10,14.25,Low
O202506030928,6/3/2025,CUST_1663,R04,Overnight,iDEAL,1,10.13,Low
O202502160929,2/16/2025,CUST_1544,R01,Overnight,Visa,1,10.67,Low
O202211030930,11/3/2022,CUST_1278,R04,Express,Visa,2,6.69,Urgent
O202308030931,8/3/2023,CUST_2043,R02,Overnight,SEPA,1,4.32,High
O202510190932,10/19/2025,CUST_1614,R04,Standard,PayPal,6,9.18,Low
O202301310933,1/31/2023,CUST_1857,R04,Express,PayPal,3,14.63,Low
O202211080934,11/8/2022,CUST_1575,R03,Express,iDEAL,3,4.44,Low
O202509080935,9/8/2025,CUST_1931,R05,Overnight,Visa,1,1.78,Medium
O202402290936,2/29/2024,CUST_1674,R04,Express,Visa,2,4.24,Medium
O202212140937,12/14/2022,CUST_1871,R02,Standard,Visa,8,13.09,Medium
O202301110938,1/11/2023,CUST_1123,R05,Express,iDEAL,3,14.37,Low
O202508070939,8/7/2025,CUST_2068,R04,Express,SEPA,3,8.17,Medium
O202402230940,2/23/2024,CUST_1440,R03,Overnight,Visa,1,0.22,Low
O202305130941,5/13/2023,CUST_1477,R01,Standard,Visa,9,15.03,Low
O202312010942,12/1/2023,CUST_2050,R03,Standard,Mastercard,9,2.13,Low
O202310080943,10/8/2023,CUST_1754,R05,Standard,SEPA,6,3.71,High
O202301110944,1/11/2023,CUST_1619,R04,Express,Mastercard,1,4.46,High
O202302240945,2/24/2023,CUST_2014,R05,Standard,iDEAL,6,5.92,Medium
O202304040946,4/4/2023,CUST_1122,R04,Economy,iDEAL,8,10.12,Medium
O202308230947,8/23/2023,CUST_1627,R04,Standard,iDEAL,10,7.57,Medium
O202501070948,1/7/2025,CUST_2038,R03,Express,Mastercard,1,15.82,Low
O202308230949,8/23/2023,CUST_1804,R05,Standard,PayPal,10,3.41,Urgent
O202305240950,5/24/2023,CUST_1221,R01,Standard,Mastercard,7,6.88,Medium
O202412210951,12/21/2024,CUST_1441,R01,Express,Visa,1,7.16,Medium
O202310140952,10/14/2023,CUST_1508,R03,Standard,Visa,9,12.64,Urgent
O202502260953,2/26/2025,CUST_1278,R02,Standard,PayPal,6,8.67,High
O202211210954,11/21/2022,CUST_1695,R04,Express,iDEAL,2,1.53,Medium
O202308070955,8/7/2023,CUST_1056,R01,Standard,Visa,8,7.36,Medium
O202301100956,1/10/2023,CUST_1925,R03,Express,Visa,1,12.97,Low
O202301240957,1/24/2023,CUST_2044,R04,Standard,SEPA,8,2.96,High
O202404030958,4/3/2024,CUST_1648,R05,Economy,Bancontact,5,1.77,Medium
O202303210959,3/21/2023,CUST_1971,R01,Express,PayPal,2,0.86,Medium
O202402050960,2/5/2024,CUST_1618,R05,Express,Mastercard,2,10.33,High
O202308230961,8/23/2023,CUST_1702,R03,Express,iDEAL,2,2.26,Medium
O202212050962,12/5/2022,CUST_2195,R05,Overnight,SEPA,1,12.73,Urgent
O202311050963,11/5/2023,CUST_1429,R01,Express,SEPA,1,9.98,Low
O202305130964,5/13/2023,CUST_1189,R03,Express,Bancontact,1,9.61,Low
O202212200965,12/20/2022,CUST_1491,R05,Overnight,Visa,1,9.32,Low
O202306180966,6/18/2023,CUST_1297,R01,Express,Visa,1,1.76,Low
O202305060967,5/6/2023,CUST_1350,R03,Standard,Bancontact,10,9.68,Low
O202502250968,2/25/2025,CUST_1523,R04,Standard,Bancontact,9,2.02,Urgent
O202412160969,12/16/2024,CUST_1121,R01,Standard,iDEAL,7,4.13,Low
O202402160970,2/16/2024,CUST_1898,R02,Standard,Visa,9,4.65,Low
O202307260971,7/26/2023,CUST_1028,R03,Overnight,Visa,1,9.11,Medium
O202510190972,10/19/2025,CUST_2009,R03,Standard,SEPA,10,3.15,Low
O202402150973,2/15/2024,CUST_1852,R05,Standard,Bancontact,7,15.16,Low
O202309200974,9/20/2023,CUST_1241,R04,Standard,iDEAL,8,6.89,Medium
O202211200975,11/20/2022,CUST_1586,R02,Express,Mastercard,3,10.95,Medium
O202308310976,8/31/2023,CUST_1551,R01,Overnight,Visa,1,12.14,High
O202303050977,3/5/2023,CUST_1841,R01,Standard,iDEAL,8,4.65,Medium
O202502030978,2/3/2025,CUST_1929,R04,Standard,Visa,8,8.23,Low
O202305040979,5/4/2023,CUST_1056,R05,Standard,Bancontact,5,15.23,High
O202412270980,12/27/2024,CUST_1687,R03,Express,Mastercard,3,14.89,Medium
O202510250981,10/25/2025,CUST_2183,R04,Economy,SEPA,13,0.14,Medium
O202409200982,9/20/2024,CUST_1615,R02,Standard,Bancontact,8,6.2,High
O202302120983,2/12/2023,CUST_1048,R05,Economy,Mastercard,7,14.2,Medium
O202403150984,3/15/2024,CUST_1913,R02,Standard,iDEAL,5,10.56,Low
O202411260985,11/26/2024,CUST_1531,R01,Standard,Mastercard,9,4.93,High
O202311230986,11/23/2023,CUST_1533,R01,Standard,PayPal,6,3.81,Urgent
O202502190987,2/19/2025,CUST_1062,R04,Overnight,Bancontact,1,9.68,Low
O202406030988,6/3/2024,CUST_2192,R05,Express,Bancontact,2,0.86,High
O202308100989,8/10/2023,CUST_1010,R01,Express,SEPA,3,10.99,Medium
O202308100990,8/10/2023,CUST_1523,R04,Standard,Visa,7,2.38,Urgent
O202308160991,8/16/2023,CUST_1069,R01,Standard,Visa,8,5.18,Medium
O202506150992,6/15/2025,CUST_1702,R01,Economy,Mastercard,10,15.17,Medium
O202410060993,10/6/2024,CUST_1931,R01,Standard,PayPal,5,1.51,Low
O202308130994,8/13/2023,CUST_1417,R01,Standard,iDEAL,5,14.97,Medium
O202310280995,10/28/2023,CUST_1671,R01,Standard,Visa,7,14.23,High
O202301040996,1/4/2023,CUST_1748,R04,Standard,Mastercard,6,6.8,High
O202302190997,2/19/2023,CUST_1175,R03,Standard,Mastercard,9,1.38,High
O202310260998,10/26/2023,CUST_1411,R03,Standard,SEPA,10,5.6,Medium
O202212310999,12/31/2022,CUST_1542,R01,Standard,Bancontact,10,11.99,Medium
O202404131000,4/13/2024,CUST_2147,R03,Economy,Visa,8,14.26,Urgent
O202503081001,3/8/2025,CUST_1449,R05,Express,Visa,1,1.41,Medium
O202211151002,11/15/2022,CUST_1226,R04,Economy,SEPA,14,15.38,Low
O202508041003,8/4/2025,CUST_1305,R05,Express,PayPal,3,1.33,Urgent
O202510311004,10/31/2025,CUST_1347,R03,Overnight,Visa,1,10.84,Urgent
O202311111005,11/11/2023,CUST_1808,R04,Standard,iDEAL,8,11.22,Urgent
O202410201006,10/20/2024,CUST_1904,R03,Express,PayPal,1,9.91,Urgent
O202502151007,2/15/2025,CUST_2118,R04,Standard,Visa,7,4.68,Urgent
O202304141008,4/14/2023,CUST_1327,R01,Economy,Mastercard,9,6.58,High
O202509111009,9/11/2025,CUST_1622,R04,Overnight,Mastercard,1,5,Low
O202401041010,1/4/2024,CUST_1630,R01,Overnight,SEPA,1,11.79,Urgent
O202309091011,9/9/2023,CUST_1227,R03,Standard,PayPal,10,4.03,Medium
O202410301012,10/30/2024,CUST_1316,R01,Overnight,iDEAL,1,0.27,Urgent
O202405201013,5/20/2024,CUST_1580,R02,Standard,Visa,10,7.86,Medium
O202304141014,4/14/2023,CUST_2088,R03,Express,Mastercard,1,6.84,Low
O202402051015,2/5/2024,CUST_1691,R05,Standard,Visa,9,11.55,Low
O202509241016,9/24/2025,CUST_1627,R03,Standard,Visa,8,13.82,High
O202410121017,10/12/2024,CUST_1567,R02,Standard,Mastercard,5,14.01,Low
O202312071018,12/7/2023,CUST_1572,R02,Economy,Mastercard,7,1.89,Urgent
O202302131019,2/13/2023,CUST_1637,R03,Standard,Visa,6,1.6,Medium
O202508311020,8/31/2025,CUST_1789,R01,Standard,Mastercard,6,11.15,High
O202505031021,5/3/2025,CUST_1428,R01,Standard,Visa,7,0.21,Low
O202506301022,6/30/2025,CUST_1481,R04,Standard,Visa,10,1.58,Urgent
O202502271023,2/27/2025,CUST_2001,R02,Economy,Visa,10,2.48,Low
O202302131024,2/13/2023,CUST_1523,R05,Standard,iDEAL,10,15.6,Urgent
O202510081025,10/8/2025,CUST_1674,R01,Standard,SEPA,5,15.28,Low
O202402011026,2/1/2024,CUST_1253,R03,Economy,Visa,4,2.66,Low
O202504271027,4/27/2025,CUST_1442,R01,Express,Mastercard,2,0.9,Medium
O202506161028,6/16/2025,CUST_2034,R03,Standard,Bancontact,5,8.17,Low
O202506201029,6/20/2025,CUST_1232,R03,Express,SEPA,3,9.38,Urgent
O202403291030,3/29/2024,CUST_1986,R04,Standard,iDEAL,6,13.36,High
O202505051031,5/5/2025,CUST_1859,R02,Standard,Mastercard,7,10.75,Medium
O202411201032,11/20/2024,CUST_1721,R04,Standard,Visa,5,4.1,Low
O202312031033,12/3/2023,CUST_1277,R04,Express,Mastercard,1,1.94,Low
O202301171034,1/17/2023,CUST_1788,R03,Standard,PayPal,8,10.63,High
O202501051035,1/5/2025,CUST_1907,R01,Standard,Bancontact,9,3.92,Low
O202308181036,8/18/2023,CUST_1586,R01,Standard,SEPA,5,14.27,Medium
O202501041037,1/4/2025,CUST_1244,R01,Express,Visa,1,0.74,Medium
O202510061038,10/6/2025,CUST_2185,R03,Overnight,Visa,1,11.93,High
O202401291039,1/29/2024,CUST_2184,R03,Overnight,iDEAL,1,8.03,Medium
O202212191040,12/19/2022,CUST_1021,R05,Standard,SEPA,8,12.91,High
O202408091041,8/9/2024,CUST_1469,R01,Express,Visa,2,6.01,Medium
O202411161042,11/16/2024,CUST_2127,R03,Economy,PayPal,10,3.91,Medium
O202409061043,9/6/2024,CUST_1477,R05,Standard,Visa,8,0.27,High
O202405191044,5/19/2024,CUST_2022,R03,Overnight,Visa,1,7.82,Low
O202503191045,3/19/2025,CUST_1251,R01,Express,Mastercard,3,11.87,High
O202308081046,8/8/2023,CUST_1354,R02,Express,Bancontact,2,2.14,Low
O202412021047,12/2/2024,CUST_2153,R04,Standard,Visa,7,2.47,Medium
O202302021048,2/2/2023,CUST_1045,R03,Express,SEPA,2,4.72,Low
O202504101049,4/10/2025,CUST_1758,R05,Express,Visa,2,0.59,High
O202504231050,4/23/2025,CUST_1209,R01,Express,Mastercard,1,7.4,Low
O202412261051,12/26/2024,CUST_1540,R04,Standard,SEPA,6,11.53,Medium
O202305201052,5/20/2023,CUST_1997,R01,Overnight,Mastercard,1,12.38,Urgent
O202406301053,6/30/2024,CUST_1150,R05,Standard,Visa,7,10.71,Urgent
O202302111054,2/11/2023,CUST_1332,R03,Overnight,PayPal,1,6.29,Low
O202502021055,2/2/2025,CUST_1889,R04,Express,iDEAL,3,15.9,Urgent
O202503031056,3/3/2025,CUST_1846,R05,Express,Visa,2,6.02,Medium
O202308221057,8/22/2023,CUST_1980,R02,Economy,Mastercard,9,8.75,Urgent
O202507021058,7/2/2025,CUST_1856,R03,Overnight,iDEAL,1,14.25,Urgent
O202508291059,8/29/2025,CUST_1974,R01,Express,SEPA,3,4.2,Low
O202501141060,1/14/2025,CUST_1912,R04,Express,Visa,3,5.91,Medium
O202404151061,4/15/2024,CUST_1013,R01,Standard,SEPA,9,9.63,Medium
O202506291062,6/29/2025,CUST_2154,R03,Economy,Visa,9,7.17,Low
O202211191063,11/19/2022,CUST_1644,R04,Economy,SEPA,9,0.92,Urgent
O202508211064,8/21/2025,CUST_1715,R04,Express,SEPA,2,2.53,High
O202212271065,12/27/2022,CUST_1495,R05,Express,Visa,1,13.72,Medium
O202307251066,7/25/2023,CUST_1593,R04,Express,Visa,3,15.05,Medium
O202507151067,7/15/2025,CUST_1212,R02,Standard,Visa,8,10.39,Urgent
O202503221068,3/22/2025,CUST_1248,R04,Standard,Bancontact,6,4.7,Low
O202412011069,12/1/2024,CUST_1415,R05,Overnight,Visa,1,9.21,Medium
O202301061070,1/6/2023,CUST_1154,R03,Standard,Visa,8,0.13,Low
O202311021071,11/2/2023,CUST_1384,R01,Express,SEPA,2,15.69,Low
O202211291072,11/29/2022,CUST_1196,R05,Express,SEPA,2,13.22,High
O202503141073,3/14/2025,CUST_1354,R01,Standard,Bancontact,8,12.11,Medium
O202304141074,4/14/2023,CUST_1904,R04,Express,Visa,1,10.93,High
O202406191075,6/19/2024,CUST_2195,R04,Express,Mastercard,2,2.93,Low
O202412111076,12/11/2024,CUST_2183,R04,Standard,Visa,8,4.44,Urgent
O202504061077,4/6/2025,CUST_1495,R01,Standard,Mastercard,9,6.34,Low
O202404161078,4/16/2024,CUST_1748,R03,Overnight,iDEAL,1,13.04,Low
O202408271079,8/27/2024,CUST_1223,R04,Economy,iDEAL,7,11.18,Urgent
O202311051080,11/5/2023,CUST_2108,R02,Express,iDEAL,1,3.54,Medium
O202302061081,2/6/2023,CUST_1754,R03,Standard,Mastercard,8,7.22,Medium
O202409091082,9/9/2024,CUST_1286,R04,Express,iDEAL,3,15.59,Low
O202507291083,7/29/2025,CUST_2122,R01,Standard,Bancontact,8,13.7,Urgent
O202407101084,7/10/2024,CUST_1852,R03,Economy,Bancontact,9,13.5,High
O202310141085,10/14/2023,CUST_1092,R01,Economy,SEPA,5,13.44,Medium
O202302041086,2/4/2023,CUST_1340,R03,Standard,PayPal,7,3.8,High
O202405261087,5/26/2024,CUST_1531,R01,Standard,Mastercard,6,5.56,Medium
O202403211088,3/21/2024,CUST_1423,R03,Standard,Mastercard,6,0.65,Low
O202409091089,9/9/2024,CUST_1705,R01,Standard,iDEAL,10,5.39,Low
O202301081090,1/8/2023,CUST_1463,R03,Standard,iDEAL,9,4.54,Medium
O202312021091,12/2/2023,CUST_1503,R04,Express,PayPal,1,2.6,Urgent
O202307291092,7/29/2023,CUST_1015,R01,Overnight,iDEAL,1,8.59,Medium
O202402161093,2/16/2024,CUST_1251,R03,Overnight,Visa,1,2.58,Low
O202302261094,2/26/2023,CUST_1265,R01,Standard,Bancontact,7,9.76,Low
O202308021095,8/2/2023,CUST_1477,R02,Express,Mastercard,2,1.2,Urgent
O202407251096,7/25/2024,CUST_1670,R01,Overnight,Mastercard,1,0.24,Medium
O202405031097,5/3/2024,CUST_1191,R04,Express,PayPal,3,1.56,Medium
O202311061098,11/6/2023,CUST_1359,R04,Standard,SEPA,6,5.94,Medium
O202501291099,1/29/2025,CUST_1263,R03,Overnight,Bancontact,1,10.65,Low
O202501251100,1/25/2025,CUST_1107,R03,Standard,Mastercard,10,9.9,High
O202505071101,5/7/2025,CUST_1469,R01,Standard,iDEAL,9,11.83,Low
O202405041102,5/4/2024,CUST_1715,R03,Overnight,Visa,1,11.25,High
O202410251103,10/25/2024,CUST_1472,R01,Overnight,Visa,1,4.32,Medium
O202308131104,8/13/2023,CUST_1206,R02,Overnight,Mastercard,1,0.79,Urgent
O202507211105,7/21/2025,CUST_1305,R04,Economy,Mastercard,8,15.53,Low
O202403291106,3/29/2024,CUST_1269,R03,Standard,iDEAL,9,13.06,Medium
O202408201107,8/20/2024,CUST_2106,R02,Standard,Mastercard,10,0.12,Low
O202507171108,7/17/2025,CUST_2009,R01,Express,Bancontact,3,9.16,Medium
O202402241109,2/24/2024,CUST_1349,R03,Overnight,Visa,1,9.85,High
O202310061110,10/6/2023,CUST_1697,R04,Economy,iDEAL,14,6.91,High
O202509301111,9/30/2025,CUST_1056,R01,Economy,iDEAL,12,11.78,Medium
O202408181112,8/18/2024,CUST_1896,R04,Express,Bancontact,2,8.1,Urgent
O202507151113,7/15/2025,CUST_1257,R03,Overnight,PayPal,1,13.75,Medium
O202408151114,8/15/2024,CUST_1498,R02,Standard,Bancontact,6,2.75,Low
O202211181115,11/18/2022,CUST_1218,R03,Overnight,SEPA,1,14.89,Urgent
O202310111116,10/11/2023,CUST_1615,R04,Express,iDEAL,2,12.13,Medium
O202211271117,11/27/2022,CUST_1186,R03,Express,Mastercard,2,9.09,Medium
O202211241118,11/24/2022,CUST_1028,R03,Express,Mastercard,3,2.14,Urgent
O202211011119,11/1/2022,CUST_1753,R01,Standard,iDEAL,7,2.95,Urgent
O202406061120,6/6/2024,CUST_1754,R01,Economy,Mastercard,13,11.76,High
O202401241121,1/24/2024,CUST_1859,R01,Express,iDEAL,3,2.56,Urgent
O202305111122,5/11/2023,CUST_1738,R04,Express,Visa,1,6.7,High
O202510191123,10/19/2025,CUST_1121,R04,Express,SEPA,1,4.48,High
O202503061124,3/6/2025,CUST_1113,R04,Express,Visa,1,3.48,Low
O202410251125,10/25/2024,CUST_1022,R01,Standard,PayPal,6,3.19,Urgent
O202305041126,5/4/2023,CUST_1911,R03,Economy,Mastercard,7,3.28,Medium
O202502181127,2/18/2025,CUST_1235,R01,Economy,Visa,13,11.37,Urgent
O202407061128,7/6/2024,CUST_1290,R04,Economy,Visa,10,14.35,Low
O202306271129,6/27/2023,CUST_1403,R04,Express,Bancontact,2,6.19,Low
O202507041130,7/4/2025,CUST_1861,R01,Express,Visa,3,4,Low
O202311041131,11/4/2023,CUST_1093,R05,Express,Visa,1,13.69,High
O202509131132,9/13/2025,CUST_1428,R04,Standard,Visa,8,9.01,Medium
O202407061133,7/6/2024,CUST_1375,R01,Express,PayPal,3,4.91,Low
O202304091134,4/9/2023,CUST_2017,R03,Express,PayPal,2,5.35,Medium
O202508231135,8/23/2025,CUST_1197,R05,Express,iDEAL,1,13.94,Low
O202411271136,11/27/2024,CUST_1462,R03,Express,Bancontact,3,4.48,Urgent
O202310211137,10/21/2023,CUST_1593,R03,Economy,SEPA,8,0.19,High
O202409251138,9/25/2024,CUST_1702,R01,Economy,PayPal,11,4.27,High
O202501091139,1/9/2025,CUST_1852,R04,Overnight,Visa,1,0.26,High
O202401261140,1/26/2024,CUST_1977,R02,Overnight,SEPA,1,4.86,Medium
O202502181141,2/18/2025,CUST_1718,R05,Express,Bancontact,3,8.33,Low
O202401091142,1/9/2024,CUST_1937,R01,Express,SEPA,2,12,Medium
O202410201143,10/20/2024,CUST_1852,R05,Express,Visa,2,13.99,Medium
O202502051144,2/5/2025,CUST_2134,R02,Overnight,SEPA,1,11.07,Low
O202412031145,12/3/2024,CUST_1592,R01,Standard,Mastercard,8,11.1,Low
O202306141146,6/14/2023,CUST_1584,R05,Overnight,Visa,1,10.36,Low
O202412281147,12/28/2024,CUST_1347,R05,Express,PayPal,2,6.83,Low
O202301141148,1/14/2023,CUST_1510,R04,Express,PayPal,2,3.92,High
O202501201149,1/20/2025,CUST_1990,R04,Economy,Mastercard,4,7.51,High
O202308051150,8/5/2023,CUST_1375,R03,Express,Bancontact,2,10.25,High
O202212041151,12/4/2022,CUST_2049,R04,Standard,SEPA,9,3.48,Low
O202302041152,2/4/2023,CUST_1794,R04,Express,iDEAL,2,10.84,Medium
O202509201153,9/20/2025,CUST_1638,R04,Express,Visa,3,12.74,Medium
O202408221154,8/22/2024,CUST_1045,R05,Standard,Mastercard,6,11.08,High
O202404211155,4/21/2024,CUST_1276,R03,Economy,Visa,5,6.4,Medium
O202504251156,4/25/2025,CUST_1241,R03,Express,Mastercard,1,12.16,Urgent
O202309301157,9/30/2023,CUST_2184,R01,Express,Mastercard,3,12.23,Low
O202304141158,4/14/2023,CUST_1862,R03,Express,Visa,3,11.2,Medium
O202402211159,2/21/2024,CUST_1950,R02,Express,SEPA,1,13.12,Low
O202404211160,4/21/2024,CUST_1286,R03,Standard,PayPal,6,11.45,Low
O202511011161,11/1/2025,CUST_1481,R02,Economy,Visa,7,4.82,Medium
O202212101162,12/10/2022,CUST_1232,R05,Overnight,Visa,1,15.61,Urgent
O202212251163,12/25/2022,CUST_1913,R03,Standard,iDEAL,7,7.01,High
O202411231164,11/23/2024,CUST_1530,R03,Overnight,Mastercard,1,8.18,Low
O202403171165,3/17/2024,CUST_1969,R03,Economy,SEPA,5,8.59,Urgent
O202506231166,6/23/2025,CUST_2029,R01,Express,SEPA,2,4.32,Medium
O202306221167,6/22/2023,CUST_1704,R01,Standard,Bancontact,10,14.08,Low
O202308181168,8/18/2023,CUST_2047,R02,Overnight,Visa,1,7.16,High
O202306231169,6/23/2023,CUST_1975,R01,Standard,Mastercard,8,0.68,High
O202312221170,12/22/2023,CUST_1064,R01,Standard,SEPA,5,6.41,Low
O202310061171,10/6/2023,CUST_1850,R03,Economy,Visa,8,13.44,Low
O202301011172,1/1/2023,CUST_1040,R04,Express,iDEAL,3,15.41,Low
O202311121173,11/12/2023,CUST_1291,R05,Standard,Visa,8,6.75,Low
O202306191174,6/19/2023,CUST_1789,R02,Express,Visa,2,2.11,Low
O202301071175,1/7/2023,CUST_2087,R03,Standard,Mastercard,9,0.91,Medium
O202503121176,3/12/2025,CUST_1126,R05,Overnight,PayPal,1,12.81,Urgent
O202311121177,11/12/2023,CUST_1519,R01,Standard,SEPA,8,1.3,High
O202406271178,6/27/2024,CUST_1293,R05,Express,SEPA,2,9.52,Low
O202305041179,5/4/2023,CUST_1320,R04,Express,PayPal,2,8.79,Low
O202505131180,5/13/2025,CUST_1180,R01,Express,iDEAL,2,7.16,Medium
O202406241181,6/24/2024,CUST_1521,R03,Overnight,Mastercard,1,14.22,Low
O202301261182,1/26/2023,CUST_1721,R01,Express,SEPA,2,12.02,Medium
O202510271183,10/27/2025,CUST_1901,R01,Overnight,SEPA,1,3.88,Urgent
O202405111184,5/11/2024,CUST_2102,R03,Standard,PayPal,10,15.92,Medium
O202509261185,9/26/2025,CUST_1757,R05,Economy,Bancontact,10,3.15,Medium
O202402161186,2/16/2024,CUST_1601,R01,Express,Bancontact,2,9.97,Low
O202502131187,2/13/2025,CUST_1582,R02,Express,PayPal,3,13.02,Medium
O202310231188,10/23/2023,CUST_1277,R01,Overnight,Mastercard,1,6.17,Medium
O202502191189,2/19/2025,CUST_1401,R03,Standard,Bancontact,8,15.42,Low
O202502131190,2/13/2025,CUST_1363,R04,Overnight,Bancontact,1,9.41,Low
O202309131191,9/13/2023,CUST_1670,R04,Express,PayPal,3,13.8,Urgent
O202509201192,9/20/2025,CUST_1226,R04,Express,iDEAL,1,12.46,High
O202407091193,7/9/2024,CUST_1056,R04,Overnight,iDEAL,1,8.35,Low
O202403201194,3/20/2024,CUST_1196,R01,Express,iDEAL,3,15.57,Low
O202304231195,4/23/2023,CUST_1232,R03,Express,Visa,2,1.06,Low
O202302101196,2/10/2023,CUST_1956,R03,Express,Visa,3,15.06,Low
O202402081197,2/8/2024,CUST_2169,R05,Economy,iDEAL,5,1.89,Medium
O202509231198,9/23/2025,CUST_2178,R04,Overnight,Mastercard,1,13.46,Urgent
O202307301199,7/30/2023,CUST_1068,R03,Economy,PayPal,14,2.55,Medium
O202308051200,8/5/2023,CUST_1723,R01,Overnight,iDEAL,1,10.35,High
O202509281201,9/28/2025,CUST_1375,R04,Overnight,Visa,1,9.1,Urgent
O202503231202,3/23/2025,CUST_1601,R02,Standard,PayPal,9,6.39,Low
O202301091203,1/9/2023,CUST_1758,R03,Standard,Mastercard,5,10.51,Medium
O202211061204,11/6/2022,CUST_1919,R03,Express,Visa,3,5.31,Urgent
O202309101205,9/10/2023,CUST_1595,R01,Overnight,Mastercard,1,4.9,Low
O202307051206,7/5/2023,CUST_1335,R01,Express,Visa,3,10.53,Low
O202502061207,2/6/2025,CUST_1199,R01,Standard,Bancontact,8,10.25,High
O202508131208,8/13/2025,CUST_1717,R01,Express,Bancontact,1,12.15,Medium
O202302011209,2/1/2023,CUST_1301,R01,Standard,SEPA,9,1.13,Medium
O202509221210,9/22/2025,CUST_2115,R04,Express,Bancontact,1,11.67,Low
O202407281211,7/28/2024,CUST_1443,R04,Overnight,iDEAL,1,12.44,Urgent
O202504021212,4/2/2025,CUST_1053,R04,Economy,iDEAL,10,12.35,Low
